"CSA_AA.Entire_Root_.Mexican_Pop._1." "CSA_AB.Entire_Root_.Mexican_Pop._2." "CSA_AC.Entire_Root_.Mexican_Pop._3." "CSA_AD.Entire_Petioles_.Mexican_Pop._1." "CSA_AF.Buds_.Mexican_Pop._1." "CSA_AG.Buds_.Mexican_Pop._3." "CSA_AH.Mature_Flower_.Mexican_Pop._1." "CSA_AI.Mature_Flower_.Mexican_Pop._2." "CSA_AJ.Mature_Flower_.Mexican_Pop._3." "CSA_AK.Young_Leaf_.Mexican_Pop._1." "CSA_AL.Young_Leaf_.Mexican_Pop._2." "CSA_AM.Young_Leaf_.Mexican_Pop._3." "CSA_AN.Mature_Leaf_.Mexican_Pop._2." "CSA_AO.Entire_Primary_Stem_.Mexican_Pop._3." "CSA_AP.Buds_.Mexican_Pop._2." "CSA_AQ.Mature_Leaf_.Mexican_Pop._1." "CSA_AR.Mature_Leaf_.Mexican_Pop._3."
"8057_iso_2_len_2436_ver_2" 35.34 36.19 34.22 44.75 41.46 37.33 59.52 54.8 35.25 35.75 33.66 35.9 41.05 30.47 38.74 30.85 35.18
"8058_iso_1_len_1877_ver_2" 28.01 28.73 32.63 31.7 29.03 26.32 36.88 42 29.71 27.22 16.21 32.42 31.34 42.29 41.61 24.7 23.68
"8059_iso_1_len_2429_ver_2" 33.17 27.23 36.29 8.23 10.96 16.06 31.99 32.13 19.46 37.71 15.35 24.37 64.88 4.91 12.09 31.36 14.88
"805_iso_5_len_1633_ver_2" 146.79 140.54 143.68 38.5 35.69 43.28 48.13 40.19 38.9 54.49 31.32 60.33 60.88 45.47 57.47 50.92 51.91
"8060_iso_4_len_1279_ver_2" 46.1 52.25 45.62 52.52 48.6 31 44.22 43.84 39.8 27.45 39.8 34.05 27.89 61.19 42.77 43.62 44.39
"8062_iso_2_len_699_ver_2" 9.88 6.95 9.01 17.47 39.03 25.54 38.92 29.24 38 18.23 49.92 22.79 5.91 23.2 33.06 13.35 54.39
"8063_iso_6_len_3138_ver_2" 40.49 39.42 42.19 50.47 34.72 30.21 47.85 50.27 33.46 35.15 32.39 43.91 34.16 42.7 33.4 31.71 32.76
"8064_iso_1_len_4070_ver_2" 37.86 34.64 30.35 24.36 14.65 11.54 20.4 19.18 15.32 14.93 11.99 13.43 17.07 28.86 12.62 19.71 10.23
"8065_iso_1_len_863_ver_2" 0 0 0 0 35.48 41.43 56.95 59.5 28.34 12.79 2.86 4.86 9.62 0 22.1 7.81 7.34
"8066_iso_1_len_1271_ver_2" 0 0.58 0 1.61 9.22 7.7 9.42 8.09 8.51 0 2.3 7.37 0 0.77 14.07 0 12.51
"8067_iso_2_len_2256_ver_2" 26.32 25.73 23.79 42.57 25.41 14.76 25.54 25.49 18.96 20.68 18.03 24 24.67 32.61 19.68 20.77 20.26
"8068_iso_1_len_1483_ver_2" 22.59 22.29 25.44 27.95 37.8 18.47 39.36 40.39 22.95 15.22 16.04 13.5 15.37 31.28 44.59 15.51 15.61
"8069_iso_6_len_3340_ver_2" 18.69 20.89 18.59 20.86 28.48 17.48 22.97 24.64 21.88 11.84 16.82 12.56 12.16 19.62 27.61 15.58 16.72
"806_iso_3_len_1205_ver_2" 23.78 23.25 22.99 21.71 33.21 17.91 37.75 38.27 24.89 23.58 23.69 24.24 21.63 19.1 28.37 15.8 17.95
"8070_iso_1_len_575_ver_2" 0 0 0 1.47 51.08 69.67 35.1 43.76 56.34 11.51 8.33 13.12 12.31 0 49.44 18.13 25.64
"8071_iso_1_len_567_ver_2" 0 0 0 5.11 183.33 340.08 105.23 167.62 222.93 40.75 32.48 36.71 25.2 4.11 168.41 35.93 99.48
"8072_iso_3_len_374_ver_2" 348.94 440.32 308.26 648.24 299.58 233.83 129.16 113.84 280.36 124.29 315.22 176.87 155.12 647.88 265.81 328.4 415.46
"8073_iso_1_len_343_ver_2" 0 0 0 0 5.11 0 9.97 6.69 0 0 0 0 0 0 4.74 0 0
"8074_iso_2_len_3065_ver_2" 36.62 36.74 36.53 58.17 45.78 30.43 66.03 69.99 40.74 23.33 20.73 22.34 22.73 55.38 45.09 17.18 16.83
"8075_iso_1_len_747_ver_2" 0 0 0 2.33 21.73 58.28 12.03 17.52 42.59 6.85 7.65 7.13 5.21 1.13 41.62 17.52 21.1
"8076_iso_4_len_1519_ver_2" 31.89 38.46 31.97 54.18 54.23 45.65 50.16 47.19 49.11 29.59 36.09 38.36 31.77 79.71 63.24 34.82 44.11
"8077_iso_1_len_909_ver_2" 18.66 23.15 15.69 25.64 19.4 14.11 17.18 14.28 20.52 13.66 17.34 12.28 14.98 36.76 18.01 21.36 20.12
"8078_iso_1_len_516_ver_2" 41.89 56.34 40.91 63.63 49.14 38.17 36.66 28.07 39.78 34.93 47.23 28.85 37.61 93.89 40.79 53.16 52.24
"8079_iso_2_len_2869_ver_2" 16.78 16.03 17.63 26.09 26.42 15.61 33.64 32.31 19.7 13.72 13.3 16 13.87 27.57 33.77 13.38 11.18
"807_iso_2_len_795_ver_2" 67.84 81.04 75.44 63.25 77.3 47.16 57.32 50.37 62.19 66.59 81.32 56.21 81.64 69.75 59.22 96.4 81.87
"8080_iso_4_len_3494_ver_2" 34.92 34.71 34.7 45.22 48.41 24.13 54.01 61.09 33.35 18.25 30.91 26.03 21.02 43.7 50.65 16.63 19.09
"8081_iso_1_len_2400_ver_2" 9.85 8.67 6.96 6.71 1.88 0 2.66 1.71 1.83 3.06 7.52 3.49 4.98 4.48 3.66 4.38 4.01
"8082_iso_1_len_522_ver_2" 8.33 5.34 9.17 0 0 0 4.51 0 2.27 0 0 0 0 0 0 0 0
"8083_iso_4_len_2404_ver_2" 33.08 35.53 29.2 42.13 38.96 25 35.73 34.72 32.99 22.91 26.91 27.38 19.77 60.98 48.28 27.95 34.21
"8084_iso_7_len_1661_ver_2" 55.14 46.11 37.34 14.12 11.89 8.22 10.54 12.59 8.65 1.76 8.6 2.42 4.43 15.68 8.33 6.03 4.59
"8085_iso_5_len_3894_ver_2" 20.2 19.16 20.1 20.31 19.28 11.36 20.44 20.54 16.42 15.09 19.35 16.18 10.98 21.19 21.29 18.33 17.16
"8086_iso_2_len_1004_ver_2" 149.34 177.3 148.55 142.49 195.26 131.56 124.94 120 160.66 139.37 164.27 138.92 143.19 174.56 207.74 209.33 202.38
"8087_iso_6_len_3015_ver_2" 81.95 75.51 103.1 105 53.79 32.25 85.33 86.58 43.15 63.01 51.2 90.25 72.66 128.36 52.45 33.44 28.79
"8088_iso_1_len_3140_ver_2" 10.12 9.41 8.18 10.67 7.56 4.85 8.14 7.59 7.14 7.43 11.53 8.06 7.38 8.45 7.86 9.29 6.39
"808_iso_6_len_1704_ver_2" 45.93 41.45 50.72 58.91 209.1 162.46 170.64 166.68 133.74 277.03 206.59 97.23 120.31 42.42 102.09 70.29 78.32
"8090_iso_1_len_1491_ver_2" 24.46 22.93 22.23 23.65 12.74 7.51 10.32 11.22 12.78 8.67 20.99 10.93 10.79 17.51 16.43 11.49 13.47
"8091_iso_1_len_1748_ver_2" 0 0 0 2.67 20.27 18.39 27.33 26.25 34.6 15.62 49.39 30.33 31.53 0.73 21.45 20.62 21.16
"8092_iso_4_len_2128_ver_2" 11.75 11.97 11.26 17.25 17.35 11.92 20.2 19.29 15.93 13.27 12 14.89 11.06 17.77 19.07 11.4 17.53
"8093_iso_1_len_1320_ver_2" 5.95 5.01 3.6 9.14 17.58 12.5 13.97 17.02 14.65 6.02 11.62 7.09 7.9 7.73 14.25 9.06 8.71
"8094_iso_1_len_2171_ver_2" 4.95 4.36 4.01 5.47 4.3 1.87 3.47 4.04 4.36 3.31 4.77 3.59 3.12 6.19 5.2 4.16 3.74
"8095_iso_1_len_1880_ver_2" 12.26 12.21 12.08 23.41 17.38 10.87 21.09 21.17 15.55 22.89 16.18 24.42 21.47 26.3 18.19 23.85 28.09
"8096_iso_1_len_3570_ver_2" 7.24 5.32 5.15 12.69 6.08 3.67 8.33 7.73 5.23 9.67 12.14 8.49 9.08 19.25 6.87 8.92 8.06
"8097_iso_2_len_435_ver_2" 109.49 121.47 145.62 303.29 112.48 75.71 148.46 149.24 83.75 45.34 36.07 52.38 60.72 274.39 129.44 40.6 48.69
"8098_iso_6_len_3198_ver_2" 5.16 5.23 4.55 9.78 5.33 3.58 5.82 6.38 6.48 7.56 8.09 9.25 7.32 7.83 4.98 9.24 7.42
"8099_iso_1_len_401_ver_2" 0 0 0 0 3.5 0 0 0 5.13 0 25.84 2.61 4.17 0 6.66 6.05 11.05
"809_iso_6_len_1216_ver_2" 31.47 38.73 32.14 38.53 46.09 34.39 38.58 31.79 42.57 46.29 47.54 49.25 44.16 26.6 38.54 61.83 74.47
"80_iso_4_len_850_ver_2" 79.38 85.71 77.79 92.75 60.72 42.88 74.84 60.1 61.12 75.72 54.05 80.04 82.97 75.71 47.89 61.56 61.19
"8100_iso_1_len_1727_ver_2" 3.08 3.04 2.91 8.9 9.97 2.96 8.88 6.16 7.46 22.18 16.95 20.9 5.19 9.28 4.83 7.43 21.8
"8102_iso_3_len_1546_ver_2" 39.88 44.4 35.51 33.02 26.31 21.19 24.63 23.74 22.07 20.15 20.7 21.82 16.18 43.18 23.67 23.13 32.53
"8103_iso_1_len_1811_ver_2" 9.07 8.21 7.13 13.49 10.94 8.04 14.15 13.9 12.66 6.63 10.27 6.75 8.05 14.48 10.03 10.05 9.67
"8104_iso_1_len_3597_ver_2" 8.82 6.94 7.62 16.36 13.55 12.06 22.14 18.91 17.02 25.66 21.1 23.45 22.65 13.07 8.71 26.46 13.15
"8105_iso_2_len_2336_ver_2" 87.12 100.01 113.92 45.77 22.47 19.5 45.06 38.89 24.44 39.16 24.41 35.16 39.92 55.17 21.59 31.51 28.78
"8106_iso_1_len_1775_ver_2" 6.34 9.46 8.19 33.71 5.84 2.29 4.72 2.86 3.06 3.29 13.76 5.51 7.59 19.36 4.56 11.37 7.6
"8107_iso_6_len_1192_ver_2" 83.32 76.54 69.35 89.09 53.27 44.88 48.24 42.59 62.22 70.22 94.19 79.68 76.47 106.38 40.6 105.53 114.52
"8108_iso_1_len_773_ver_2" 6.69 10.84 14.98 8.35 0 0 1.39 1.53 0 0 0 0 0 201.22 0 1.25 0
"8109_iso_8_len_1807_ver_2" 54.1 54.12 56.46 55.44 71.75 70.36 96.98 66.34 104.92 219.69 254.08 194.94 261.69 45.18 60.01 238.5 271.3
"810_iso_1_len_298_ver_2" 110.62 106.56 89.91 139.31 122.25 88.69 61.65 60.85 117.98 95.02 209.27 98.09 113.33 153.7 91.13 183.96 181.45
"8110_iso_1_len_2833_ver_2" 10.12 10.38 9.81 17.39 14.67 10.85 20.38 20.81 16.67 14.44 15.16 16.69 11.63 16.32 25.09 12.96 17.34
"8111_iso_1_len_3308_ver_2" 38.78 37.99 38.59 34.53 20.86 15.36 25.42 21.98 21.09 35.48 34.91 30.76 29.78 37.89 19.92 35.49 30.5
"8112_iso_6_len_805_ver_2" 108.8 134.21 99.25 201.14 172.18 116.63 113.92 90.17 136.43 141.28 235.58 167.81 161.6 175.8 128.15 263.72 288.79
"8113_iso_1_len_2595_ver_2" 3.1 5.67 4.12 79.76 10.14 3.21 9.76 7.04 5.54 2.89 7.13 4.53 6.18 27.03 5.87 6.86 5.04
"8115_iso_6_len_1464_ver_2" 69.32 72 63.32 79.15 36.65 40.75 39.48 34.1 39.76 53.33 45.76 76.26 69.33 78.89 34.84 67.21 69.16
"8116_iso_6_len_1766_ver_2" 37.05 44.33 50.7 33.35 12.88 12.55 26.24 25.76 16 73.68 32.17 53.33 102.07 40.27 6.28 55.28 32.4
"8117_iso_5_len_1229_ver_2" 55.91 57.54 63.08 94.89 71.86 58.89 71.96 54.72 50.55 46.77 64.69 52.97 48.61 59.34 35.16 48.23 56.25
"8118_iso_1_len_1054_ver_2" 120.57 133.18 147.14 34.23 25.55 28 29.54 21.83 22.28 17.66 19.76 36.3 67.98 42.79 30.53 42.81 56.48
"811_iso_1_len_3340_ver_2" 11.68 11.94 10.35 24.06 14.15 10.12 23.4 25.09 12.47 12.93 17.07 15.2 15.69 17.65 15.66 15.84 8.46
"8120_iso_1_len_731_ver_2" 469.52 504.42 520.09 113.53 67.4 52.05 73.21 58.09 43.25 98.55 62.6 98.39 90.24 170.45 38.2 52.29 95.82
"8121_iso_6_len_2611_ver_2" 37.15 33.38 36.7 21.33 51.55 36.99 65.01 68.21 47.18 45.21 40.12 53.74 46.02 22.33 48.1 57.65 51.79
"8122_iso_6_len_2035_ver_2" 23.8 21.71 21.56 27.04 16.33 18.84 19.64 20.89 19.72 19.77 22.04 21.43 17.63 26.53 18.92 31.48 25.38
"8123_iso_2_len_790_ver_2" 185.34 159.1 151.37 38.11 20.24 21.44 19.69 23.61 19.5 29.84 27.6 19.03 13.58 69.14 22.13 13.34 25.4
"8124_iso_1_len_872_ver_2" 3.56 3.19 3.17 5.23 9.42 8.14 11.11 9.53 20.24 45.6 39.05 57.34 68.8 5.85 9.62 58.62 40.49
"8125_iso_3_len_989_ver_2" 14.69 13.02 10.01 18.49 35.66 19.26 34.7 40.14 29.94 17.28 20.36 13.26 23.1 24.34 31.59 22.67 16.65
"8126_iso_1_len_2618_ver_2" 0 0 0 5.09 134.43 110.47 84.48 39.7 104.71 23.98 14.32 26.35 10.23 0.4 81.25 35.03 99.63
"8128_iso_3_len_498_ver_2" 48.04 47.86 43.64 106.59 106.57 67.65 49.3 41.71 188.48 165.45 199.3 123.82 116.25 170.48 161.87 287.49 273.62
"8129_iso_2_len_1558_ver_2" 79.4 98.83 80.27 27.79 3.3 1.94 4.81 4.81 5.09 16.57 16.18 19.76 26.58 46.48 2.56 22.28 21.42
"812_iso_1_len_952_ver_2" 34.69 36.67 34.78 40.79 29.35 22.84 35.06 30.6 28.74 35.58 36.16 39.49 35.92 30.9 29.27 29.83 33.24
"8130_iso_1_len_2770_ver_2" 20.73 21.47 21.48 18.95 9.63 7.29 12.43 9.99 9.76 9.91 10.31 11.46 11.45 19.91 9.73 11.33 10.18
"8131_iso_1_len_368_ver_2" 0 0 0 2.39 0 0 0 0 0 0 0 0 0 0 0 0 0
"8132_iso_1_len_1433_ver_2" 7.36 7.12 5.48 19.84 12.77 11.59 14.41 11.15 12.36 8.18 12.2 8.91 9.6 16.46 12.57 10.05 11.06
"8133_iso_3_len_871_ver_2" 59.74 64.03 64.96 81.77 34.43 44.11 34.51 30.64 43.7 56.92 60.06 61.76 57.66 81.58 39.54 53.71 50.99
"8134_iso_1_len_1842_ver_2" 4.8 4.5 4.19 21.66 3 1.64 3 1.82 3.37 2.7 6.82 5.36 4.23 10.88 3.24 7.01 5.37
"8136_iso_6_len_2401_ver_2" 43.42 37.44 44.09 29.11 36.86 25.44 53.09 54.73 28.14 26.81 20.64 28.93 18.41 25.67 34.05 12.35 10.82
"8137_iso_1_len_577_ver_2" 0 0 0 6.85 16.27 29.97 38.61 44.12 27.56 34.72 34.5 30.91 36.4 3.9 14.73 29.05 40.47
"8138_iso_1_len_1926_ver_2" 42.51 43.44 41.73 41.82 41.26 30.46 42.47 39.62 33.39 31.05 30.08 44.1 38.03 45.4 50.67 24.15 35.07
"8139_iso_6_len_1039_ver_2" 4.45 4.96 6.15 98.22 76.94 43.01 80.1 71.13 63.14 63.65 62.17 83.26 87.9 158.62 60.7 71.79 50.64
"813_iso_1_len_2951_ver_2" 9.13 10.36 12.06 14.34 18.98 12.7 30.41 27.28 17.86 48.88 38.37 52.51 47.24 13.61 22.06 34.34 20.99
"8140_iso_1_len_603_ver_2" 116.94 74.62 74.5 15.17 4.16 5.2 4.51 4.29 3.12 21.6 8.75 11.8 19.57 26.73 2.58 28.13 15.94
"8141_iso_3_len_2058_ver_2" 20.76 17.92 18.14 18.83 18.24 14.49 17.39 18.38 18.24 9.23 9.84 8.06 10.47 18.71 12.43 11.97 11.86
"8142_iso_3_len_2213_ver_2" 50.12 56.93 55.86 88.41 36.19 31.29 47.91 45.18 35.61 46.51 42.44 51.81 50.61 64.59 35.65 51.58 48.37
"8143_iso_3_len_585_ver_2" 12.11 19.2 17.89 51.75 110.25 48.33 54.35 77.58 74.63 0 9.9 4 0 68.93 91.98 3.19 3.68
"8144_iso_1_len_3676_ver_2" 8.24 7.12 8.47 9.55 9.97 5.97 14.78 15.3 9.22 14.7 18.69 15.93 17.06 9.21 12.57 11.2 9.2
"8145_iso_1_len_867_ver_2" 12.36 13.37 15.39 17.69 15.76 15.6 17.16 14.32 11.04 14.55 18.22 11.63 14.94 13.69 6.3 9 12.81
"8146_iso_1_len_320_ver_2" 158.25 201.05 132.32 389.27 191.53 135.39 80.75 71.61 143.78 91.83 255.35 139.51 104.61 465.24 162.69 196.01 354.76
"8147_iso_2_len_2089_ver_2" 21.99 17.08 20.85 32.5 44.91 23.6 93.04 97.24 32.96 43.34 10.96 48.03 16.37 14.37 31.62 6.89 14.95
"8148_iso_6_len_905_ver_2" 64.18 73.57 61.47 129.11 113.09 77.98 70.96 68.38 112.75 54.51 94.46 71.91 65.57 192.97 139.23 120.65 128
"8149_iso_1_len_1258_ver_2" 43.4 42.08 31.66 17.79 40.08 19.55 11.02 3.45 11.14 0 0 0 0 4.96 17.46 0 0
"814_iso_1_len_2182_ver_2" 30.4 27.07 23.11 14.37 7.11 7.59 8.31 8.07 7.11 13.21 7.27 12.83 11.46 9.65 4.94 10.27 7.68
"8150_iso_3_len_2459_ver_2" 3.12 3.28 2.44 6.35 21.69 10.95 21.59 22.41 16.68 7.74 15.79 11.47 3.11 8.32 12.11 2.33 13.04
"8151_iso_9_len_2672_ver_2" 71.15 68.92 72.42 37.82 30.49 25.65 44.11 41.74 29.96 30.89 24.9 37.56 32 46.5 24.54 36.75 32.39
"8152_iso_1_len_1641_ver_2" 285.48 269.54 267.64 16.87 2.7 29.08 3.32 2.74 8.68 18.2 9.43 35.5 57.31 41.55 3.26 110.09 57.26
"8153_iso_2_len_791_ver_2" 179.1 144.78 138.85 79.89 25.55 45.71 62.18 89.85 49.93 168.8 234.92 87.55 227.19 122.85 14.36 165.7 81.18
"8154_iso_1_len_306_ver_2" 133.27 145.8 98.7 58.58 25.4 49.66 39.62 63.21 52.57 131.84 327.78 38.43 129.27 136 31.43 257.45 144.74
"8155_iso_1_len_524_ver_2" 0 0 0 2.57 3.02 2.89 0 0 2.94 0 0 2.74 0 0 2.74 0 0
"8156_iso_3_len_5841_ver_2" 25.95 24.29 25.34 14.68 7.09 7.84 11.96 11.47 8.17 14.23 11.72 17.61 15.81 12.21 9.57 14.07 11.74
"8157_iso_1_len_4367_ver_2" 12.78 11.68 11.17 10.42 7.15 4.3 7.82 9.04 6.32 5.21 9.52 6.64 6.48 12.49 6.99 6.08 4.33
"8158_iso_1_len_500_ver_2" 0 1.4 0 0 5.93 0 1.89 4.23 0 0 0 0 0 0 6.03 0 0
"8159_iso_4_len_643_ver_2" 6.56 6.42 7.72 12.65 7.62 4.22 6.14 6.32 4.55 4.7 10.12 4.72 4.66 9 11.83 2.89 5.78
"815_iso_4_len_3425_ver_2" 27.69 25.25 25.43 22.28 27.8 15.25 32.19 32.72 25.4 16.38 18.11 17.54 16 31.8 31.23 18.74 17.18
"8161_iso_1_len_2755_ver_2" 12.67 12.9 13.38 16.64 11.39 7.66 15.63 15.05 14.54 12.5 15.69 14.84 11.28 16.01 16.02 15.33 10.66
"8162_iso_7_len_1797_ver_2" 4.75 5.27 3.52 9.51 30.89 17.4 33.65 19.72 52.32 152.64 118.64 129.52 159.63 10.59 18.04 232.88 204.04
"8163_iso_2_len_1529_ver_2" 37.66 42.64 44.59 10.3 6.27 5.42 7.5 6.22 7.19 5.18 3.65 4.68 25.93 40.93 5.96 42.7 5.78
"8164_iso_1_len_1508_ver_2" 6.34 5.7 5.61 13.02 10.18 7.42 9.75 8.35 12.56 11.31 10.94 13.47 15.19 10.37 8.12 22.09 14.91
"8165_iso_1_len_523_ver_2" 123.46 129.04 96.31 175.13 129.18 122.33 60.57 52.64 142.35 72.99 126.07 85.12 69.22 233.98 92.66 187.28 152.51
"8166_iso_6_len_1053_ver_2" 100.74 121.48 118.33 76.42 89.4 66.53 98.57 82.33 82.45 95.49 81.68 76.71 68.37 32.64 72.63 49.38 94.96
"8167_iso_1_len_405_ver_2" 0 0 0 0 0 0 0 0 0 0 6.39 0 0 0 0 0 0
"8168_iso_1_len_2016_ver_2" 27.31 30.79 24.6 20.43 50.89 26.42 51.9 55.17 37.36 22.25 32.78 22.4 31.68 23.87 34.81 29.96 29.55
"8169_iso_1_len_1692_ver_2" 2.08 2.32 1.46 6.33 20.3 13.58 21.27 18.13 19.39 5.99 12.73 10.53 9.62 4.45 17.53 4.85 7.01
"816_iso_8_len_1289_ver_2" 235.88 313.87 318.64 911.11 24.62 19.37 46.03 31.59 39.92 151.59 116.95 394.34 456.7 357.16 14.01 246.49 271.78
"8170_iso_3_len_2154_ver_2" 38.67 40.36 36.38 77.16 31.01 25.49 35.93 34.43 29.64 50.51 37.02 52.66 82.26 69.76 28.34 74.44 51.58
"8171_iso_1_len_2710_ver_2" 50.87 51.43 52.49 44.38 26.89 15.58 28.03 31.35 24.23 27.68 25.43 29.82 27.54 41.36 23.87 21.78 21.69
"8172_iso_6_len_2467_ver_2" 8.42 9.24 8.83 10.24 12.99 8.86 12.54 9.63 10.45 10.42 13.22 10.89 14.82 8.18 9.42 18.51 11.16
"8173_iso_2_len_432_ver_2" 128.61 156.82 91.26 289.97 128.2 106.66 60.51 56.64 154.97 85.44 234.42 103.73 75.17 365.53 181.81 136.2 240.04
"8174_iso_3_len_597_ver_2" 789.36 672.36 1090.82 176.87 14.55 26.73 137.25 75.09 31.89 507.16 136.88 393.01 652.06 192.06 15.84 142.62 101.95
"8175_iso_2_len_1237_ver_2" 53.22 50.4 51.82 43.15 18.54 13.15 20.72 18.74 12.9 10.64 10.05 11.72 11.44 33.3 8.63 9.84 8.34
"8176_iso_5_len_2069_ver_2" 25.68 19.29 16.17 27.03 31.48 6.45 20.93 31.16 15.93 18.32 10.6 14.56 31.55 21.95 34.21 18.68 10.01
"8177_iso_1_len_1165_ver_2" 3.24 4.43 3.22 5.63 9.86 9.9 11.93 10.47 15.68 24.71 26 29.68 23.85 11.12 12.42 25.6 30.19
"8178_iso_1_len_1980_ver_2" 20.93 19.74 18.2 74.88 17.7 11.63 17.82 15.83 13.61 14.1 13.16 13.55 15.88 69.31 14.56 12.12 9.92
"8179_iso_1_len_1101_ver_2" 20.26 21.42 20.97 26.19 19.89 20.98 21.16 20.96 20.78 19.09 24.44 20.67 20.57 28.91 21.75 24.19 24.7
"817_iso_3_len_494_ver_2" 36.68 41.62 30.33 93.95 104.28 70.75 63.11 61.27 102.65 91.5 161.86 106.96 69.08 99.33 80.18 223.62 205.03
"8180_iso_1_len_712_ver_2" 75.75 88.07 81.43 77.06 133.64 83.87 122.3 115.98 98.58 94.36 82.19 97.33 96.15 88.31 108.08 66.04 65.3
"8181_iso_2_len_666_ver_2" 9.54 9.27 6.72 13.13 7.18 5.9 6.03 5.35 9.12 4.26 10.88 6.37 5.36 17 9.47 11.86 10.13
"8182_iso_1_len_1364_ver_2" 12.23 12.04 10.83 16.07 13.73 16.93 15.71 12.15 18.67 41.9 39.22 49.76 38.75 18.36 13.5 40.69 43
"8183_iso_1_len_436_ver_2" 1.89 1.25 2.4 4.29 6.63 10.56 6.57 7.95 7.17 4.9 12.09 11.45 6.3 2.27 3.8 7.41 9.93
"8184_iso_1_len_1279_ver_2" 3.81 4.6 3.11 22.98 5.31 4.55 6.54 5.81 7.12 4.87 23.24 7.93 11.93 14.33 7.55 14.27 11.31
"8185_iso_1_len_1530_ver_2" 109.65 116.4 113.91 164.77 151.68 92.61 114.53 105.44 117.06 68.98 59.12 80.59 60.87 230.81 145.72 55.1 65.47
"8187_iso_1_len_759_ver_2" 0 0 0 1.05 30.22 52.25 21.48 25.33 34.01 5.69 5.56 5.75 6.02 0 29.56 14.35 15.52
"8188_iso_3_len_1913_ver_2" 26.94 23.74 23.73 26.96 22.53 11.71 23.72 23.05 21.94 20.7 18.68 24.6 21.27 37.04 29.57 23.39 30.32
"8189_iso_1_len_1010_ver_2" 10.76 11.01 12.04 10 2.83 3.69 3 2.21 2.38 3.1 3.4 3.34 3.13 9.89 2 5.59 4.15
"818_iso_1_len_526_ver_2" 70.77 104.28 67.45 93.51 87.37 71.62 43.19 35.25 92.85 87.25 186.15 88.51 81.94 107.36 72.96 194.47 174.09
"8190_iso_3_len_1304_ver_2" 25.29 24.2 18.33 29.9 30.62 21.98 26.79 28.48 27.32 16.84 24.08 17.07 16.08 31.43 25.1 21.05 21.34
"8191_iso_2_len_1504_ver_2" 10.23 10.85 10.47 12.51 10 6.65 11.97 10.35 9.2 8.02 8.23 9.98 12.63 13.33 9.22 13.97 12.92
"8192_iso_6_len_5102_ver_2" 25.06 23.63 24.04 11.87 4.76 6 8.11 7.42 5.87 11.1 8.22 14.54 10.81 12.71 5.46 12.42 13.13
"8193_iso_1_len_312_ver_2" 59.96 59.73 72.56 97.67 137.4 81.91 398.22 235.54 249.19 1206.94 313.88 1085.72 1762.81 63.38 72.05 976.3 224.12
"8194_iso_1_len_612_ver_2" 1.76 1.34 1.56 1.93 2.15 3.17 2.92 3.41 4.87 8.63 17.69 10.42 7.77 1.4 1.65 13.94 13.91
"8195_iso_7_len_1324_ver_2" 28.31 27.16 24.87 32.88 26.78 16.45 19.72 20.54 26.72 17.62 28.12 20.52 19.72 43.7 19.12 43.81 37.88
"8196_iso_3_len_2281_ver_2" 100.63 93.38 94.97 105.09 42.21 38.36 61.18 43.4 53.32 46.38 81.99 65.01 80.57 93.12 41.36 75.87 91.73
"8197_iso_1_len_2551_ver_2" 13.84 14.23 12.65 34.92 23.92 12.83 24.12 26.35 25.01 34.38 40.27 38.87 26.85 41.86 26.78 36.02 39.08
"8198_iso_1_len_298_ver_2" 55.95 43.41 75.26 9.81 492.38 243.65 1109.99 1487.12 350.99 1357.67 112.27 1075 128.63 12.74 808.17 28.03 171.35
"8199_iso_8_len_2539_ver_2" 23.72 22.69 23.07 31.38 23.6 15.1 22.33 23.66 25.31 15.79 23.47 18.99 10.9 35.11 15.16 23.63 24.28
"819_iso_1_len_2354_ver_2" 18.6 20.41 19.12 13.59 17.4 18.8 25.53 22.11 20.3 31.06 18.4 26.04 26.87 15.85 18.48 26.12 19.68
"81_iso_1_len_681_ver_2" 60.84 66.33 50.52 73.67 77.34 57.26 52.8 37.61 78.12 59.33 93.45 58.11 66.66 63.84 53.99 90.22 96.46
"8200_iso_1_len_662_ver_2" 3.67 3.53 2.66 4.23 4.24 0 1.52 2.09 4.06 0 0 0 3.65 1.75 7.2 5.74 1.7
"8201_iso_2_len_3094_ver_2" 9.52 9.13 10.78 13.32 17.06 12.53 23.5 22.53 17.97 17.83 15.73 24.2 27.58 15.53 19.32 28.21 15.41
"8203_iso_5_len_7097_ver_2" 57.69 45.29 51.53 27.59 5.45 6.1 7.89 10.15 5.56 6.22 5.77 7.12 7.36 30.65 4.27 9.13 4.86
"8204_iso_7_len_3013_ver_2" 17.33 15.23 17.41 13.06 8.02 6.3 11.69 10.34 8.82 16.5 12.5 13.84 10.74 10.72 7.58 10.81 14.76
"8205_iso_3_len_494_ver_2" 208.13 217.58 178.88 291.96 295.88 206.11 215.96 203.01 225.05 110.89 200.52 128.02 111.09 360.46 284.08 238.71 253.73
"8206_iso_1_len_1263_ver_2" 37.49 46.31 47.51 63.31 11.4 12.25 12.71 12 10.37 6.99 16.4 6.17 8.09 72.75 8.05 10.16 10.16
"8207_iso_1_len_3090_ver_2" 2.23 2.66 1.88 8.39 7.25 6.13 12.95 10.83 9.27 24.79 7.67 30 16.54 9.81 9.13 12.6 13.55
